url,title,description,date,icon,cluster
https://github.com/cutiepi-io/cutiepi-doc,GitHub - cutiepi-io/cutiepi-doc: Documentation for CutiePi tablet,Documentation for CutiePi tablet. Contribute to cutiepi-io/cutiepi-doc development by creating an account on GitHub.,1651218274,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABcUlEQVQ4jY3TvWpVURAF4LXvvUmuIkEsLLQKgiAW/qAkNvoUFraCDxMlqEUCghZaiyKCjU3wBewEBTUpFEvBGJEkfjZz8HAw4sCG2XvNmv+dJEFLCS7hAT5gGz9Kv4/F7CeYwUoROvlVp5NtLGPUJ44wh+f+Xx5XwFHn5E4BL3EN69jCBj6W/qqwF2W73JGX8BO7WK23CY5jWucYZgu7XbbfcW6S5EaS2apoF+Mke621T70WfUYrbDfJOMnBJNeDd9WobZzs9aU/mdbdsYBvxXmdqg82MbPvmP44G+NtOfg6StKSSHIoyYF+5L+QW5JpkvniTUZJNgs/kmSxtaaaOCxh0lqTZCnJ0Qq6EdyrdLaqjFP/yOA03mCvyl4LztflLp6U/hRnBsSHvX7t1OjPdgZrBVzArVqohZ6DE4N1hpXhKq/jPa7i4iD1Kb70nDwrzmho9KhndLiHzVefdrDabeVwPJ1+GTcx7b3N1S+8MuT8Bs9NR9kw0z0NAAAAAElFTkSuQmCC",2
https://www.overleaf.com/latex/templates/abey-resume-template/jxstkffrxxmh,"Abey Resume Template - Overleaf, Online LaTeX Editor","An online LaTeX editor that’s easy to use. No installation, real-time collaboration, version control, hundreds of LaTeX templates, and more.",1644589988,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACT0lEQVQ4jX1TTUhUURT+zr33vTfONPEkEZIkEEIIKqSFUxFJmbYSIWfalLUp14LLFuOmTRDtooIWlZjawhZBhEWEmBJFCQ1hFIUW/Wgq6ozvvfvuaTEzNirj2Vw4P9/3nY9zgXKRhihbKwnaIs/H+xp2W06knVnWkWCXDXlSIRsaM/r09NhDAFBlALhlINEtbdXr7HDiwVIAvRJOSwVXKIoHq2a4SLReZl42NT9oTDiVkWukRDw3693Rq/qK2qY+C1tIbzVsH0mOvwDnVa4H2JtPSqm6Yfitn/OOIjQ/BYkeo02Tt+z3jCTHHoEhQOD1K6QhkELYOnTkBgNWdi64GquOdvpLvhtq3amXaPT5+fHvSEOAYIpjeQAGgWBahg5fBtEJsO61o+p6sKyrhCUlSVHjh8FEgYg3uk0AuOl+4y7bUVNEuGCkmWMpPuX+zM7Htle2qQrrnvF5alF/bXiVmsmVAigM5qU7FeISQN50+Hc405HxS3r6mgcSQbSqYiA+V3sOmLmFQUikEAKAQKqwD4t6ZjOZSWX8gsMEQGAQUrjZx968H0ghjgEAkv89EEivHZMm0B4AwBAEAAbASILxK99gmDYdnsCHAgCZ15FKe+fJ/kRbUV7BXmPsaKvj2pYhfllCsGYiAKDl7v6YiMXfCVvW6pw+62PhCQDYcE9ZEdkXajO9qL/t22gilbzc3H+owYqpfjum6r2FAADguBaCleCj5wdnnnVMTBZ7NykoFg7erIlWVdddhMGBwpLvZ39/uf2m60d24/Dm2OoLl6n9Aw4c7d8JC2r8AAAAAElFTkSuQmCC",2
https://www.overleaf.com/latex/templates/resume-template-cjk-support/yvmsdbdwmyhc,"resume template (CJK support) - Overleaf, Online LaTeX Editor","An online LaTeX editor that’s easy to use. No installation, real-time collaboration, version control, hundreds of LaTeX templates, and more.",1644590021,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACT0lEQVQ4jX1TTUhUURT+zr33vTfONPEkEZIkEEIIKqSFUxFJmbYSIWfalLUp14LLFuOmTRDtooIWlZjawhZBhEWEmBJFCQ1hFIUW/Wgq6ozvvfvuaTEzNirj2Vw4P9/3nY9zgXKRhihbKwnaIs/H+xp2W06knVnWkWCXDXlSIRsaM/r09NhDAFBlALhlINEtbdXr7HDiwVIAvRJOSwVXKIoHq2a4SLReZl42NT9oTDiVkWukRDw3693Rq/qK2qY+C1tIbzVsH0mOvwDnVa4H2JtPSqm6Yfitn/OOIjQ/BYkeo02Tt+z3jCTHHoEhQOD1K6QhkELYOnTkBgNWdi64GquOdvpLvhtq3amXaPT5+fHvSEOAYIpjeQAGgWBahg5fBtEJsO61o+p6sKyrhCUlSVHjh8FEgYg3uk0AuOl+4y7bUVNEuGCkmWMpPuX+zM7Htle2qQrrnvF5alF/bXiVmsmVAigM5qU7FeISQN50+Hc405HxS3r6mgcSQbSqYiA+V3sOmLmFQUikEAKAQKqwD4t6ZjOZSWX8gsMEQGAQUrjZx968H0ghjgEAkv89EEivHZMm0B4AwBAEAAbASILxK99gmDYdnsCHAgCZ15FKe+fJ/kRbUV7BXmPsaKvj2pYhfllCsGYiAKDl7v6YiMXfCVvW6pw+62PhCQDYcE9ZEdkXajO9qL/t22gilbzc3H+owYqpfjum6r2FAADguBaCleCj5wdnnnVMTBZ7NykoFg7erIlWVdddhMGBwpLvZ39/uf2m60d24/Dm2OoLl6n9Aw4c7d8JC2r8AAAAAElFTkSuQmCC",2
https://www.overleaf.com/latex/templates/cs-slash-it-slash-swe-resume-template/ncxgzcgknkmf,"CS/IT/SWE Resume Template - Overleaf, Online LaTeX Editor","An online LaTeX editor that’s easy to use. No installation, real-time collaboration, version control, hundreds of LaTeX templates, and more.",1644590071,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACT0lEQVQ4jX1TTUhUURT+zr33vTfONPEkEZIkEEIIKqSFUxFJmbYSIWfalLUp14LLFuOmTRDtooIWlZjawhZBhEWEmBJFCQ1hFIUW/Wgq6ozvvfvuaTEzNirj2Vw4P9/3nY9zgXKRhihbKwnaIs/H+xp2W06knVnWkWCXDXlSIRsaM/r09NhDAFBlALhlINEtbdXr7HDiwVIAvRJOSwVXKIoHq2a4SLReZl42NT9oTDiVkWukRDw3693Rq/qK2qY+C1tIbzVsH0mOvwDnVa4H2JtPSqm6Yfitn/OOIjQ/BYkeo02Tt+z3jCTHHoEhQOD1K6QhkELYOnTkBgNWdi64GquOdvpLvhtq3amXaPT5+fHvSEOAYIpjeQAGgWBahg5fBtEJsO61o+p6sKyrhCUlSVHjh8FEgYg3uk0AuOl+4y7bUVNEuGCkmWMpPuX+zM7Htle2qQrrnvF5alF/bXiVmsmVAigM5qU7FeISQN50+Hc405HxS3r6mgcSQbSqYiA+V3sOmLmFQUikEAKAQKqwD4t6ZjOZSWX8gsMEQGAQUrjZx968H0ghjgEAkv89EEivHZMm0B4AwBAEAAbASILxK99gmDYdnsCHAgCZ15FKe+fJ/kRbUV7BXmPsaKvj2pYhfllCsGYiAKDl7v6YiMXfCVvW6pw+62PhCQDYcE9ZEdkXajO9qL/t22gilbzc3H+owYqpfjum6r2FAADguBaCleCj5wdnnnVMTBZ7NykoFg7erIlWVdddhMGBwpLvZ39/uf2m60d24/Dm2OoLl6n9Aw4c7d8JC2r8AAAAAElFTkSuQmCC",2
https://www.notion.so/likecoin/LikeCoin-Team-0bf9d11ba976439eab55cc1007b542bc,"Notion – The all-in-one workspace for your notes, tasks, wikis, and databases.",A new tool that blends your everyday work apps into one. It's the all-in-one workspace for you and your team,1646141187,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACLElEQVQ4jX2QMUhbYRSFv1dMhjyhL2BeMBmc0qWLXQVpHFzi4tSCS0XUwbmTWTJIBrM4CG4lggiddOjgJDgmm5B2cHk65EGSIb+Q/w0vw+nQmJo2euHCuXDvxznXkeQCH4F3QA54C6RHOmOt9aIoShtjEvPz8+3Z2dmy4zinjGoG+HZ5efnp9vaWMAzp9/uEYYi1FgDXdUmlUnieRxiG+f39/bqkL8Bnx3F6SOr4vq9SqaRGo6EgCBTHsaZVEARaX19XpVKRtXYgqeRI6mSzWb/b7bK5ucnq6irGGKy19Ho9oiga6ziOeXh44O7ujpWVFa6vr3/O8Kzq9TrGGAqFAslkkoWFBRKJBPl8Hs/zxm2tZXl5GSAzAQC4uLgY6zAMyeVyAJyfn3N1dcXc3Bzb29t/D55+AOjPKFUqFSUSCQE6OjqSJDUaDaXTacVxrMFgIN/3JakzFSBJvu/L8zx5nqdWq6UgCJ6OJgBv/o3wvA4ODjDGsLW1RRRFU3deBRSLRXZ2dmg2m1Sr1elLr0VotVrq9/sqFAoCXozwa3FxcSrcGIPneRwfH79sU1Kx2WyOvy5JtVpNu7u72tvbGzs6OzvT4eHhfw6cEaRWrVa/lstlBoPBhANjDMPhkHa7zePjI8YYut0uJycndDqd7hPABRpra2vvb25uJhwmk0lyuRyu65LJZMbz0tISGxsbP5xnUQrA9/v7+w+pVMpKstls1gBDwAK9kR4C7VGf/gbPbZWL1WleXwAAAABJRU5ErkJggg==",2
https://github.com/zalando/gin-oauth2,GitHub - zalando/gin-oauth2: Middleware for Gin Framework users who also want to use OAuth2,Middleware for Gin Framework users who also want to use OAuth2 - GitHub - zalando/gin-oauth2: Middleware for Gin Framework users who also want to use OAuth2,1578743243,,2
https://github.com/klauscfhq/tusk,GitHub - klaudiosinani/tusk: Refined Evernote desktop app,Refined Evernote desktop app. Contribute to klaudiosinani/tusk development by creating an account on GitHub.,1578740692,,2
https://forums.fedoraforum.org/,FedoraForum.org,FedoraForum.org is a Support forum for Fedora Linux.,1578740689,,45
https://www.facebook.com/TheFedoraProject,Fedora,"Fedora 。 69,666 個讚 · 313 人正在談論這個。 Fedora is a ﻿Linux-based operating system that provides users with access to the latest free and o",1578740689,,45
https://telegram.me/fedoranews,Fedora News,This channel is for official news relating to the Fedora Project (getfedora.org). Managed by Fedora CommOps team.,1578740689,,45
https://discordapp.com/invite/fedora,Join the Fedora Linux Discord Server!,A Community of Fedora Linux users and contributors alike. | 16978 members,1578740689,,45
https://arm.fedoraproject.org/,Fedora Linux,"An innovative platform for hardware, clouds, and containers, built with love by you.",1578740689,,45
https://getfedora.org/,Fedora Linux,"An innovative platform for hardware, clouds, and containers, built with love by you.",1578740689,,45
https://ask.fedoraproject.org/,Ask Fedora,"Have questions? Get answers here! Ask anything about installing, using, troubleshooting, customizing, or upgrading any variant of Fedora Linux.",1578740689,,45
https://fedoraproject.org/wiki/Join,Get Involved,"Learn more about Fedora Linux, the Fedora Project & the Fedora Community.",1578740689,,45
https://regex101.com/,"regex101: build, test, and debug regex","Regular expression tester with syntax highlighting, explanation, cheat sheet for PHP/PCRE, Python, GO, JavaScript, Java, C#/.NET, Rust.",1568332239,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABPElEQVQ4jZ2TzyuDcRzHX9/HfrJQOO2ygxIrkvIHkMNKuzg4uEj5cXLgZpIL/gAHDnKxnHBdcVDLaRIHKbWDFpFcLE+258c+DmvSPDbP3sd33/fr8+7z6asGZ5NrCllRSvlxIREpirDhUUhCKeVzEwYoD5SE1kj4J8RTbTYHPEyN9pZrIuifJpf3L2Sf3h0hWrURCniZj/fzUTDI6wadbUF2l8aIDUccAb8aVHSczmKYNgC51zyTIz2kMg/1GzjJsgVNKXcNopEOLKtEuCvEQnyAg9M7d4CZWJTWFj/d4XZW9y44v3l0B1jeSQNwtD6Oz9v017PaOzBMm+2TaxYnBgn6nGfVXeLZVY7nN53pWN//AHrBZD91i22Xvr2twwymVUJzOIQamktKvRa1pIlIsdGwiBQ1QW02Aql85y9qF22fTosOPAAAAABJRU5ErkJggg==",2
https://www.overleaf.com/learn/latex/Chinese,"Chinese - Overleaf, Online LaTeX Editor","An online LaTeX editor that’s easy to use. No installation, real-time collaboration, version control, hundreds of LaTeX templates, and more.",1647583211,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACT0lEQVQ4jX1TTUhUURT+zr33vTfONPEkEZIkEEIIKqSFUxFJmbYSIWfalLUp14LLFuOmTRDtooIWlZjawhZBhEWEmBJFCQ1hFIUW/Wgq6ozvvfvuaTEzNirj2Vw4P9/3nY9zgXKRhihbKwnaIs/H+xp2W06knVnWkWCXDXlSIRsaM/r09NhDAFBlALhlINEtbdXr7HDiwVIAvRJOSwVXKIoHq2a4SLReZl42NT9oTDiVkWukRDw3693Rq/qK2qY+C1tIbzVsH0mOvwDnVa4H2JtPSqm6Yfitn/OOIjQ/BYkeo02Tt+z3jCTHHoEhQOD1K6QhkELYOnTkBgNWdi64GquOdvpLvhtq3amXaPT5+fHvSEOAYIpjeQAGgWBahg5fBtEJsO61o+p6sKyrhCUlSVHjh8FEgYg3uk0AuOl+4y7bUVNEuGCkmWMpPuX+zM7Htle2qQrrnvF5alF/bXiVmsmVAigM5qU7FeISQN50+Hc405HxS3r6mgcSQbSqYiA+V3sOmLmFQUikEAKAQKqwD4t6ZjOZSWX8gsMEQGAQUrjZx968H0ghjgEAkv89EEivHZMm0B4AwBAEAAbASILxK99gmDYdnsCHAgCZ15FKe+fJ/kRbUV7BXmPsaKvj2pYhfllCsGYiAKDl7v6YiMXfCVvW6pw+62PhCQDYcE9ZEdkXajO9qL/t22gilbzc3H+owYqpfjum6r2FAADguBaCleCj5wdnnnVMTBZ7NykoFg7erIlWVdddhMGBwpLvZ39/uf2m60d24/Dm2OoLl6n9Aw4c7d8JC2r8AAAAAElFTkSuQmCC",2
https://helix-editor.com/,Helix,A post-modern modal text editor.,1649520385,,2
